,Salário,Idade,Profissão,Tamanho da Empresa,Cargo de Gestão,Experiência em DS,Tipo de Trabalho,Escolaridade,Área de Formação,Setor de Mercado,Brasil,Estado,Linguagem Python,Linguagem R,Linguagem SQL
1138,3500.0,"[18,24]",Analista de Dados,Pequena,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Internet/Ecommerce,1,Rio de Janeiro (RJ),1,0,1
1139,3500.0,"[25,30]",Analista de Dados,,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Entretenimento ou Esportes,1,Rio de Janeiro (RJ),1,0,1
1140,,"[25,30]",Engenheiro de Dados,Pequena,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Agronegócios,1,São Paulo (SP),1,0,1
1141,3500.0,"[31,40]",,Pequena,sim,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Educação,1,São Paulo (SP),0,0,0
1142,5000.0,"[18,24]",Cientista de Dados,,não,Menos de 1 ano,Outras,Não tenho graduação formal,,Área da Saúde,1,São Paulo (SP),1,0,0
1143,5000.0,"[25,30]",Outras,,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Indústria (Manufatura),1,São Paulo (SP),0,0,0
1144,5000.0,"[31,40]",Analista de Dados,Média,não,Mais de 10 anos,Outras,Não tenho graduação formal,,Finanças ou Bancos,1,Paraná (PR),1,0,1
1145,7000.0,"[41,50]",Analista de Negócios,Média,não,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Indústria (Manufatura),1,São Paulo (SP),1,1,1
1146,5000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Média,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Setor Automotivo,1,São Paulo (SP),0,0,0
1147,14000.0,"[25,30]",,Média,sim,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Educação,1,São Paulo (SP),1,0,1
1148,,"[18,24]",Desenvolvedor/Engenheiro de Software,Pequena,não,Menos de 1 ano,Outras,Não tenho graduação formal,,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
1149,1000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Média,não,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),0,0,0
1150,14000.0,"[31,40]",Outras,,não,de 1 a 2 anos,Outras,Pós-graduação,Outras Engenharias,Outras,1,Espírito Santo (ES),1,0,1
1151,,"[25,30]",,,,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,,1,,0,0,0
1152,5000.0,"[25,30]",Analista de Negócios,Grande,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,Minas Gerais (MG),0,0,0
1153,3500.0,"[25,30]",Outras,Média,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Setor Automotivo,1,São Paulo (SP),0,0,0
1154,5000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Média,não,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio Grande do Sul (RS),0,0,0
1155,3500.0,"[18,24]",,Pequena,sim,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Outras Engenharias,Marketing,1,,1,0,1
1156,14000.0,,,Pequena,sim,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Doutorado ou Phd,Ciências Sociais,Tecnologia/Fábrica de Software,1,,1,0,1
1157,1000.0,"[31,40]",,Média,sim,de 6 a 10 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,,0,0,0
1158,3500.0,"[25,30]",Analista de Negócios,,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Outras Engenharias,Agronegócios,1,São Paulo (SP),0,0,0
1159,5000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Média,não,Não tenho experiência na área de dados,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Marketing,1,Minas Gerais (MG),0,0,0
1160,7000.0,"[41,50]",Engenheiro de Dados,Grande,não,Mais de 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,Paraná (PR),1,0,1
1161,1000.0,"[31,40]",,Pequena,sim,de 1 a 2 anos,Outras,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,0
1162,5000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
1163,14000.0,"[31,40]",Outras,Média,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),0,0,0
1164,3500.0,"[25,30]",,Pequena,sim,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Mestrado,Outras Engenharias,Varejo,1,Minas Gerais (MG),1,0,0
1165,1500.0,"[25,30]",Cientista de Dados,Média,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Marketing,1,São Paulo (SP),1,1,1
1166,5000.0,"[31,40]",Outras,,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Educação,1,São Paulo (SP),0,0,0
1167,,"[25,30]",,Pequena,sim,Menos de 1 ano,Outras,Pós-graduação,Outras,Outras,1,,0,0,0
1168,1000.0,"[25,30]",,Pequena,sim,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
1169,,"[25,30]",Outras,Pequena,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Outras,Área da Saúde,1,,1,1,1
1170,14000.0,"[41,50]",Analista de Negócios,,não,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Setor Público,1,,0,0,1
1171,7000.0,"[31,40]",Analista de BI,,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Setor Alimentício,1,São Paulo (SP),1,0,1
1172,,"[18,24]",Cientista de Dados,Média,não,Menos de 1 ano,Outras,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Marketing,1,São Paulo (SP),1,1,1
1173,14000.0,"[31,40]",,Pequena,sim,de 4 a 5 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio Grande do Sul (RS),1,0,1
1174,1500.0,"[25,30]",Outras,Pequena,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Outras Engenharias,Outras,1,São Paulo (SP),0,0,0
1175,3500.0,"[25,30]",Outras,,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),0,0,0
1176,,"[18,24]",Cientista de Dados,,não,de 1 a 2 anos,Estagiário,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,1,São Paulo (SP),1,1,1
1177,1000.0,"[25,30]",,,sim,de 4 a 5 anos,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Indústria (Manufatura),1,São Paulo (SP),1,1,1
1178,5000.0,"[25,30]",Analista de Dados,,não,Menos de 1 ano,Outras,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Educação,1,Rio de Janeiro (RJ),1,0,1
1179,1000.0,,Analista de BI,Pequena,não,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,São Paulo (SP),1,0,1
1180,,"[18,24]",Outras,,não,de 1 a 2 anos,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,Minas Gerais (MG),0,0,0
1181,3500.0,"[18,24]",Analista de Dados,Grande,não,Menos de 1 ano,Outras,Estudante de Graduação,Química / Física,Varejo,1,São Paulo (SP),1,1,1
1182,7000.0,"[31,40]",Analista de Dados,Média,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,0,0,1
1183,5000.0,"[31,40]",Analista de Negócios,Grande,não,Menos de 1 ano,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Outras,1,Minas Gerais (MG),0,0,1
1184,7000.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Pequena,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1185,5000.0,"[41,50]",Desenvolvedor/Engenheiro de Software,Pequena,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1186,5000.0,"[25,30]",Analista de BI,Média,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Setor Farmaceutico,1,São Paulo (SP),0,0,1
1187,7000.0,"[25,30]",Cientista de Dados,Grande,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,São Paulo (SP),1,1,1
1188,,"[25,30]",Analista de BI,Pequena,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Outras,1,São Paulo (SP),1,1,1
1189,,"[25,30]",,,,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,Santa Catarina (SC),0,0,0
1190,3500.0,"[18,24]",Analista de BI,Média,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1191,,"[25,30]",Desenvolvedor/Engenheiro de Software,Pequena,não,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,0
1192,,"[18,24]",,,,de 2 a 3 anos,Outras,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,,1,Espírito Santo (ES),1,1,1
1193,7000.0,"[31,40]",,,sim,de 6 a 10 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,Rio de Janeiro (RJ),1,1,1
1194,1500.0,"[25,30]",Outras,Pequena,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1195,,"[25,30]",Outras,Média,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Varejo,1,São Paulo (SP),0,0,0
1196,5000.0,"[41,50]",Analista de Negócios,,não,Não tenho experiência na área de dados,Outras,Pós-graduação,Outras Engenharias,Indústria (Manufatura),1,São Paulo (SP),0,0,0
1197,14000.0,"[31,40]",Analista de Negócios,,não,Mais de 10 anos,Outras,Mestrado,Economia/ Administração / Contabilidade / Finanças,Indústria (Manufatura),1,Rio de Janeiro (RJ),0,0,0
1198,,"[31,40]",,,,de 4 a 5 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,,1,0,1
1199,5000.0,"[25,30]",Analista de BI,Média,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,,0,0,1
1200,,"[25,30]",,,,Menos de 1 ano,Outras,Mestrado,Outras Engenharias,,1,Rio de Janeiro (RJ),0,0,0
1201,5000.0,"[41,50]",Analista de Dados,Pequena,não,de 6 a 10 anos,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
1202,14000.0,"[31,40]",Analista de BI,,não,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,Paraná (PR),0,0,0
1203,1500.0,"[25,30]",,Pequena,sim,de 1 a 2 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,,1,0,1
1204,7000.0,"[31,40]",,Pequena,sim,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,1,,0,0,0
1205,1500.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Média,não,de 1 a 2 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,1,0,0
1206,7000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Pequena,não,de 4 a 5 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1207,5000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Pequena,não,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1208,3500.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,de 1 a 2 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,Minas Gerais (MG),0,0,0
1209,14000.0,"[25,30]",,Média,sim,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,São Paulo (SP),0,0,0
1210,1500.0,"[18,24]",Outras,,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1211,1500.0,"[18,24]",Analista de Negócios,Pequena,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,0,0,0
1212,7000.0,"[25,30]",Cientista de Dados,Grande,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,,1,0,1
1213,,"[18,24]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,,0,0,0
1214,1500.0,"[25,30]",Cientista de Dados,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Educação,1,Paraná (PR),1,0,1
1215,5000.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Grande,não,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Educação,1,Minas Gerais (MG),1,1,1
1216,7000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,,0,0,0
1217,1000.0,,Desenvolvedor/Engenheiro de Software,Pequena,não,Não tenho experiência na área de dados,Empreendedor ou Empregado (CNPJ),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
1218,5000.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Pequena,não,Não tenho experiência na área de dados,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1219,5000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,Minas Gerais (MG),0,0,0
1220,5000.0,"[25,30]",Engenheiro de Dados,Média,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Marketing,1,São Paulo (SP),0,0,0
1221,1500.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,Rio Grande do Sul (RS),1,0,1
1222,,"[31,40]",,,,Menos de 1 ano,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,,1,Minas Gerais (MG),1,1,0
1223,3500.0,"[18,24]",Outras,Pequena,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,1,São Paulo (SP),0,0,0
1224,1000.0,"[31,40]",Engenheiro de Dados,Grande,não,Mais de 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,São Paulo (SP),0,0,0
1225,1500.0,"[18,24]",Engenheiro de Dados,Média,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Outras Engenharias,Marketing,1,São Paulo (SP),1,0,1
1226,14000.0,"[31,40]",Cientista de Dados,Média,não,Mais de 10 anos,Outras,Pós-graduação,Outras Engenharias,Finanças ou Bancos,1,São Paulo (SP),1,0,1
1227,7000.0,"[25,30]",Engenheiro de Dados,Pequena,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,1,0,1
1228,3500.0,"[18,24]",Engenheiro de Dados,Média,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Educação,1,São Paulo (SP),1,0,1
1229,1500.0,"[18,24]",Analista de BI,Média,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Outras Engenharias,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),1,1,1
1230,,"[18,24]",Outras,Pequena,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1231,5000.0,"[25,30]",Outras,Pequena,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Outras,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1232,,"[18,24]",Analista de Negócios,Grande,não,Menos de 1 ano,Outras,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1233,14000.0,"[31,40]",Engenheiro de Dados,,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,São Paulo (SP),1,0,1
1234,7000.0,"[31,40]",Analista de BI,Média,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,1
1235,1000.0,"[41,50]",Engenheiro de Dados,Grande,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,São Paulo (SP),1,0,1
1236,,"[18,24]",,Pequena,sim,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,São Paulo (SP),1,0,1
