,Salário,Idade,Profissão,Tamanho da Empresa,Cargo de Gestão,Experiência em DS,Tipo de Trabalho,Escolaridade,Área de Formação,Setor de Mercado,Brasil,Estado,Linguagem Python,Linguagem R,Linguagem SQL
996,14000.0,"[25,30]",Cientista de Dados,Média,não,de 4 a 5 anos,Outras,Pós-graduação,Outras Engenharias,Outras,1,São Paulo (SP),1,0,1
997,14000.0,"[31,40]",,Média,sim,de 4 a 5 anos,Outras,Mestrado,Outras Engenharias,Telecomunicação,1,São Paulo (SP),1,1,1
998,,"[25,30]",,,,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,,1,,0,0,0
999,5000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Média,não,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),0,0,0
1000,7000.0,"[31,40]",,Média,sim,de 1 a 2 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,,1,0,0
1001,7000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1002,3500.0,"[18,24]",Desenvolvedor/Engenheiro de Software,,não,Menos de 1 ano,Outras,Estudante de Graduação,Outras Engenharias,Indústria (Manufatura),1,,0,0,0
1003,,"[25,30]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Outras Engenharias,,1,Minas Gerais (MG),0,0,0
1004,3500.0,"[25,30]",Desenvolvedor/Engenheiro de Software,,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),0,0,0
1005,5000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,Paraná (PR),0,0,1
1006,,"[18,24]",,,,de 4 a 5 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,São Paulo (SP),1,1,1
1007,,"[18,24]",Engenheiro de Dados,Média,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,1,1
1008,5000.0,"[25,30]",Analista de BI,Média,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Outras,Setor Alimentício,1,Minas Gerais (MG),0,0,1
1009,14000.0,"[31,40]",Cientista de Dados,,não,de 4 a 5 anos,Outras,Mestrado,Química / Física,Setor Público,1,,1,0,1
1010,1000.0,"[31,40]",,Média,sim,Não tenho experiência na área de dados,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,Rio Grande do Sul (RS),0,0,0
1011,7000.0,"[41,50]",Analista de BI,,não,de 6 a 10 anos,Outras,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),0,0,0
1012,7000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,,não,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1013,1500.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Média,não,Não tenho experiência na área de dados,Estagiário,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,1,Rio de Janeiro (RJ),0,0,0
1014,5000.0,"[18,24]",Analista de BI,,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Outras,Varejo,1,São Paulo (SP),0,0,0
1015,,"[31,40]",,,,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,São Paulo (SP),1,0,1
1016,7000.0,"[31,40]",,Média,sim,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Educação,1,Minas Gerais (MG),0,0,0
1017,1500.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Pequena,não,Menos de 1 ano,Outras,Estudante de Graduação,Outras Engenharias,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,0
1018,7000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
1019,,"[18,24]",Cientista de Dados,Pequena,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Outras,1,Paraná (PR),1,1,1
1020,5000.0,"[25,30]",Analista de BI,Média,não,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio Grande do Sul (RS),0,0,0
1021,,"[18,24]",Cientista de Dados,Grande,não,de 1 a 2 anos,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,,1,0,1
1022,,"[25,30]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Outras,,1,Rio de Janeiro (RJ),0,0,0
1023,7000.0,,Outras,Pequena,não,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1024,1500.0,"[25,30]",,Pequena,sim,de 1 a 2 anos,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,1,Rio Grande do Sul (RS),0,0,1
1025,3500.0,"[31,40]",Analista de Dados,Grande,não,de 4 a 5 anos,Outras,Estudante de Graduação,Outras,Outras,1,São Paulo (SP),0,0,0
1026,,"[41,50]",,,,Mais de 10 anos,Outras,Mestrado,Química / Física,,1,Paraná (PR),0,0,0
1027,,"[18,24]",,,,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,São Paulo (SP),0,0,0
1028,5000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Média,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Espírito Santo (ES),1,1,1
1029,7000.0,"[25,30]",Engenheiro de Dados,,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,0,,1,0,1
1030,7000.0,"[31,40]",Analista de Dados,Pequena,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,1,0,1
1031,14000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Grande,não,de 2 a 3 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,0,1
1032,,"[25,30]",,,,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,Minas Gerais (MG),1,1,1
1033,22500.0,"[31,40]",,,sim,Menos de 1 ano,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),0,0,0
1034,,"[25,30]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,Paraná (PR),1,1,1
1035,,"[18,24]",,,,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,,1,Rio Grande do Sul (RS),1,0,1
1036,5000.0,"[25,30]",Engenheiro de Dados,Média,não,de 4 a 5 anos,Outras,Não tenho graduação formal,,Varejo,1,Paraná (PR),1,1,1
1037,14000.0,"[31,40]",Engenheiro de Dados,,não,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,São Paulo (SP),1,0,0
1038,,"[25,30]",Outras,Pequena,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,Rio de Janeiro (RJ),0,0,0
1039,14000.0,"[18,24]",Engenheiro de Dados,Média,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),1,0,1
1040,1000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Grande,não,Mais de 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),0,0,0
1041,3500.0,"[18,24]",Analista de BI,,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,Minas Gerais (MG),0,0,1
1042,,"[18,24]",Outras,,não,Menos de 1 ano,Outras,Estudante de Graduação,Outras Engenharias,Indústria (Manufatura),1,Minas Gerais (MG),1,1,0
1043,7000.0,"[31,40]",Outras,,não,Mais de 10 anos,Outras,Pós-graduação,Outras,Educação,1,São Paulo (SP),0,0,0
1044,,"[25,30]",Analista de Negócios,,não,de 2 a 3 anos,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Telecomunicação,1,Minas Gerais (MG),0,0,1
1045,5000.0,"[31,40]",Outras,Média,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,,0,0,0
1046,,"[18,24]",Outras,,não,de 2 a 3 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,,1,1,1
1047,14000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Grande,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1048,,"[18,24]",Cientista de Dados,Média,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,Minas Gerais (MG),1,0,0
1049,1000.0,"[25,30]",Analista de Dados,,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Outras,Finanças ou Bancos,1,São Paulo (SP),0,1,0
1050,3500.0,"[25,30]",Analista de BI,Grande,não,de 6 a 10 anos,Outras,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Indústria (Manufatura),1,São Paulo (SP),0,0,0
1051,1000.0,"[31,40]",Engenheiro de Dados,Pequena,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Entretenimento ou Esportes,1,Rio de Janeiro (RJ),1,0,1
1052,,"[25,30]",Analista de BI,,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Indústria (Manufatura),1,Minas Gerais (MG),0,0,0
1053,1000.0,"[25,30]",,Média,sim,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1054,1000.0,"[41,50]",Desenvolvedor/Engenheiro de Software,Média,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,0
1055,5000.0,"[25,30]",Cientista de Dados,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),1,0,0
1056,5000.0,"[25,30]",Outras,Média,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1057,,"[25,30]",Analista de Dados,Média,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,Paraná (PR),0,0,1
1058,7000.0,"[31,40]",Cientista de Dados,Média,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),1,0,1
1059,5000.0,"[25,30]",Analista de Negócios,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Internet/Ecommerce,1,São Paulo (SP),1,0,1
1060,7000.0,"[25,30]",Engenheiro de Dados,,não,Menos de 1 ano,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,São Paulo (SP),1,1,1
1061,3500.0,"[25,30]",Analista de Dados,,não,de 2 a 3 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Varejo,0,,1,0,1
1062,5000.0,"[18,24]",,,sim,de 2 a 3 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Indústria (Manufatura),1,Minas Gerais (MG),1,0,1
1063,1000.0,"[25,30]",Outras,Pequena,não,de 2 a 3 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Seguros ou Previdência,1,Rio de Janeiro (RJ),0,0,0
1064,7000.0,"[25,30]",Engenheiro de Dados,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),0,0,0
1065,1000.0,"[31,40]",,Pequena,sim,Não tenho experiência na área de dados,Empreendedor ou Empregado (CNPJ),Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Outras,1,,0,0,0
1066,5000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1067,1000.0,"[25,30]",Engenheiro de Dados,,não,de 4 a 5 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,Rio Grande do Sul (RS),1,0,1
1068,5000.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Grande,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1069,,"[18,24]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,Minas Gerais (MG),0,0,0
1070,3500.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Média,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
1071,3500.0,"[31,40]",Outras,Grande,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Outras,Outras,1,Minas Gerais (MG),0,0,0
1072,5000.0,"[25,30]",,Grande,sim,de 4 a 5 anos,Outras,Pós-graduação,Outras Engenharias,Educação,1,,1,0,1
1073,1000.0,"[31,40]",Analista de Dados,Grande,não,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),1,0,1
1074,14000.0,"[31,40]",,,sim,Mais de 10 anos,Outras,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Outras,1,São Paulo (SP),1,1,1
1075,5000.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Grande,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,0
1076,,"[31,40]",,,,Não tenho experiência na área de dados,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,,1,Rio de Janeiro (RJ),0,0,0
1077,3500.0,"[31,40]",Analista de BI,Média,não,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,0
1078,3500.0,"[41,50]",Desenvolvedor/Engenheiro de Software,Média,não,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1079,3500.0,"[31,40]",Cientista de Dados,Grande,não,de 2 a 3 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,Santa Catarina (SC),0,0,0
1080,3500.0,"[31,40]",Outras,,não,Não tenho experiência na área de dados,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Educação,1,São Paulo (SP),0,0,0
1081,1500.0,"[18,24]",Analista de BI,Pequena,não,de 2 a 3 anos,Empreendedor ou Empregado (CNPJ),Estudante de Graduação,Outras,Tecnologia/Fábrica de Software,1,Rio Grande do Sul (RS),1,0,1
1082,7000.0,"[18,24]",Analista de Negócios,Grande,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Outras Engenharias,Finanças ou Bancos,1,São Paulo (SP),1,0,1
1083,,"[31,40]",Outras,Pequena,não,de 6 a 10 anos,Outras,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,1,Paraná (PR),1,1,0
1084,5000.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Grande,não,de 1 a 2 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
1085,3500.0,"[18,24]",Desenvolvedor/Engenheiro de Software,Pequena,não,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1086,3500.0,"[25,30]",Outras,Média,não,Não tenho experiência na área de dados,Outras,Pós-graduação,Outras Engenharias,Indústria (Manufatura),1,Minas Gerais (MG),0,0,0
1087,7000.0,"[31,40]",Analista de BI,Grande,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,0
1088,1000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1089,5000.0,"[25,30]",,,sim,de 2 a 3 anos,Outras,Mestrado,Economia/ Administração / Contabilidade / Finanças,Setor Público,1,Rio de Janeiro (RJ),1,0,1
1090,3500.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Educação,1,São Paulo (SP),0,0,0
1091,,"[31,40]",Analista de BI,Grande,não,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),0,0,1
1092,1500.0,"[25,30]",Outras,Pequena,não,Não tenho experiência na área de dados,Outras,Não tenho graduação formal,,Educação,1,São Paulo (SP),0,0,0
1093,7000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Pequena,não,Não tenho experiência na área de dados,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),0,0,0
1094,1000.0,"[41,50]",Outras,,não,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Farmaceutico,1,Rio Grande do Sul (RS),1,0,1
1095,5000.0,"[18,24]",Outras,,não,de 1 a 2 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,1,Minas Gerais (MG),0,0,0
1096,3500.0,"[18,24]",Engenheiro de Dados,,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,São Paulo (SP),1,0,1
1097,1000.0,"[25,30]",,Média,sim,de 1 a 2 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
1098,,"[25,30]",,,,de 1 a 2 anos,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,,1,,1,1,0
1099,,"[18,24]",,,,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Outras Engenharias,,1,Rio de Janeiro (RJ),0,0,0
1100,1000.0,"[25,30]",,Pequena,sim,de 4 a 5 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,São Paulo (SP),1,0,1
1101,1000.0,"[31,40]",Engenheiro de Dados,Pequena,não,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),0,0,0
1102,1000.0,"[25,30]",Cientista de Dados,,não,de 1 a 2 anos,Outras,Mestrado,Outras Engenharias,Finanças ou Bancos,1,São Paulo (SP),1,1,1
1103,5000.0,"[25,30]",,,sim,Menos de 1 ano,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Indústria (Manufatura),1,Paraná (PR),1,1,0
1104,7000.0,"[31,40]",,Pequena,sim,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
1105,,"[41,50]",,,,Mais de 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,,1,São Paulo (SP),0,0,0
1106,5000.0,"[41,50]",,Média,sim,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,1,1
1107,1000.0,,Engenheiro de Dados,Média,não,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,1,1
1108,7000.0,"[31,40]",Analista de Dados,,não,Menos de 1 ano,Outras,Pós-graduação,Outras Engenharias,Setor Público,1,,0,0,0
1109,7000.0,"[25,30]",Outras,,não,de 1 a 2 anos,Outras,Pós-graduação,Outras Engenharias,Indústria (Manufatura),1,São Paulo (SP),1,1,1
1110,3500.0,"[25,30]",Analista de BI,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Educação,1,Minas Gerais (MG),0,0,0
1111,,"[41,50]",,Média,sim,Menos de 1 ano,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),0,0,0
1112,250000.0,"[25,30]",,Média,sim,de 4 a 5 anos,Outras,Mestrado,Outras Engenharias,Entretenimento ou Esportes,0,,1,1,1
1113,1500.0,"[18,24]",Analista de BI,Grande,não,de 1 a 2 anos,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
1114,1000.0,"[25,30]",Outras,Média,não,Menos de 1 ano,Outras,Não tenho graduação formal,,Entretenimento ou Esportes,1,São Paulo (SP),0,0,0
1115,7000.0,"[25,30]",Analista de Dados,Pequena,não,de 4 a 5 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Marketing,1,Minas Gerais (MG),1,0,1
1116,7000.0,"[31,40]",Engenheiro de Dados,Média,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,1,1
1117,,"[31,40]",,,,de 6 a 10 anos,Outras,Mestrado,Estatística/ Matemática / Matemática Computacional,,0,,1,1,0
1118,1000.0,"[41,50]",Analista de BI,Média,não,Mais de 10 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,Paraná (PR),1,0,1
1119,18000.0,"[31,40]",,,sim,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),1,0,1
1120,,"[25,30]",,,,de 4 a 5 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,,0,,1,0,1
1121,1500.0,"[18,24]",Engenheiro de Dados,Pequena,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Telecomunicação,1,Minas Gerais (MG),0,0,0
1122,1000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Grande,não,Menos de 1 ano,Outras,Mestrado,Outras,Finanças ou Bancos,1,,0,0,0
1123,1000.0,"[31,40]",Analista de BI,Média,não,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),0,0,0
1124,3500.0,"[25,30]",,Pequena,sim,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,0
1125,3500.0,"[18,24]",Analista de BI,,não,de 2 a 3 anos,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,0
1126,1000.0,"[25,30]",Cientista de Dados,Média,não,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
1127,1500.0,"[18,24]",Analista de Dados,Média,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,Minas Gerais (MG),1,0,1
1128,,"[18,24]",,,,Menos de 1 ano,Outras,Graduação/Bacharelado,Ciências Sociais,,1,São Paulo (SP),0,0,0
1129,5000.0,"[18,24]",,Pequena,sim,de 4 a 5 anos,Outras,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Educação,1,São Paulo (SP),1,1,0
1130,3500.0,"[31,40]",Analista de BI,Média,não,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,1,0,1
1131,1500.0,"[18,24]",Outras,Grande,não,Não tenho experiência na área de dados,Outras,Não tenho graduação formal,,Varejo,1,Espírito Santo (ES),0,0,0
1132,,"[41,50]",,,,de 1 a 2 anos,Outras,Graduação/Bacharelado,Outras Engenharias,,1,São Paulo (SP),0,0,0
1133,1500.0,"[25,30]",Outras,Média,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Ciências Sociais,Setor Público,1,,0,0,0
1134,,"[18,24]",Analista de BI,Grande,não,de 1 a 2 anos,Estagiário,Estudante de Graduação,Outras,Educação,1,,1,0,1
1135,1500.0,"[18,24]",Cientista de Dados,Média,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
1136,5000.0,"[18,24]",Cientista de Dados,Grande,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,1,Minas Gerais (MG),1,1,0
1137,5000.0,"[18,24]",Analista de BI,Pequena,não,de 1 a 2 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,1
